City_ID,City,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
277,Terra Santa,2021-09-29 01:21:11,-2.1042,-56.4869,78.15,68,23,1.88
278,Jiangyou,2021-09-29 01:21:11,31.7667,104.7167,71.85,83,7,2.13
279,Tabas,2021-09-29 01:21:11,33.5959,56.9244,76.59,15,0,1.45
280,Edea,2021-09-29 01:21:12,3.8,10.1333,76.78,99,100,1.68
281,Lompoc,2021-09-29 01:21:12,34.6391,-120.4579,73.11,65,1,11.5
282,Komatipoort,2021-09-29 01:21:12,-25.4332,31.9548,68.05,83,3,6.58
283,Santa Lucia,2021-09-29 01:21:12,27.9117,-15.5407,66.11,77,40,23.02
284,Paraiso,2021-09-29 01:21:13,9.8383,-83.8656,68.88,78,100,0.45
285,Bilibino,2021-09-29 01:18:55,68.0546,166.4372,16.25,86,77,2.44
286,Anadyr,2021-09-29 01:21:13,64.75,177.4833,28.9,63,0,15.66
287,Erice,2021-09-29 01:21:14,38.037,12.5865,64.87,94,40,3.44
288,Riohacha,2021-09-29 01:21:14,11.5444,-72.9072,80.83,84,100,3.53
289,Mangai,2021-09-29 01:21:14,-4.05,19.5333,69.71,99,100,0.74
290,Maneadero,2021-09-29 01:21:15,31.7167,-116.5667,68.11,76,8,1.01
291,Dakar,2021-09-29 01:21:15,14.6937,-17.4441,82.53,94,20,4.61
292,Sirvintos,2021-09-29 01:21:15,55.05,24.95,47.21,94,15,7.25
293,Yenagoa,2021-09-29 01:21:16,4.9247,6.2642,74.97,95,15,3.36
294,Tomatlan,2021-09-29 01:21:16,19.9333,-105.25,77.56,88,81,1.16
295,Dolores,2021-09-29 01:21:16,-36.3132,-57.6792,47.5,94,100,6.91
296,Trzcianka,2021-09-29 01:21:17,53.0406,16.4563,55.76,67,100,9.78
297,Flinders,2021-09-29 01:21:17,-34.5833,150.8552,72.05,69,100,4.0
298,Puerto Baquerizo Moreno,2021-09-29 01:21:17,-0.9,-89.6,69.28,89,59,8.5
299,Paoua,2021-09-29 01:21:18,7.2427,16.4406,69.35,98,100,3.71
300,Khandyga,2021-09-29 01:21:18,62.6667,135.6,41.23,43,0,6.89
301,Tuy Hoa,2021-09-29 01:21:18,13.0833,109.3,81.9,78,46,5.1
302,Tezu,2021-09-29 01:19:12,27.9167,96.1667,79.03,75,23,0.6
303,Harrison,2021-09-29 01:21:19,30.4091,-89.0436,73.35,99,20,3.44
304,Genhe,2021-09-29 01:21:19,50.7833,121.5167,36.25,76,16,8.88
305,Dingle,2021-09-29 01:21:19,10.9995,122.6711,83.64,79,39,4.9
306,Leshukonskoye,2021-09-29 01:21:20,64.8989,45.7622,39.45,94,79,2.26
307,Disna,2021-09-29 01:21:20,55.568,28.1971,46.56,90,100,6.64
308,Norman Wells,2021-09-29 01:21:20,65.282,-126.8329,30.24,93,90,16.11
309,Carutapera,2021-09-29 01:21:21,-1.195,-46.02,75.7,92,5,6.29
310,Mana,2021-09-29 01:21:21,5.6592,-53.7767,79.09,83,51,8.79
311,Canatlan,2021-09-29 01:21:21,24.5167,-104.7833,68.32,57,99,5.28
312,Casablanca,2021-09-29 01:21:21,33.5928,-7.6192,71.33,83,40,13.0
313,Kokkola,2021-09-29 01:21:22,63.8385,23.1307,44.92,91,40,1.99
314,Assiniboia,2021-09-29 01:21:22,49.6334,-105.9845,67.91,28,100,18.41
315,Pizarro,2021-09-29 01:21:23,4.9533,-77.366,75.43,86,100,2.24
316,Sogne,2021-09-29 01:21:23,58.0833,7.8167,57.69,83,100,9.06
317,Saint-Leu,2021-09-29 01:21:24,-21.15,55.2833,70.63,73,28,4.29
318,Aktash,2021-09-29 01:21:24,50.3,87.7333,25.3,84,100,3.62
319,Xudat,2021-09-29 01:21:24,41.631,48.681,58.8,87,100,7.43
320,Waingapu,2021-09-29 01:21:25,-9.6567,120.2641,83.59,59,10,7.92
321,Lahat,2021-09-29 01:21:25,-3.8,103.5333,78.57,87,43,0.56
322,Constitucion,2021-09-29 01:21:25,-35.3333,-72.4167,50.04,69,0,7.81
323,Tuatapere,2021-09-29 01:21:26,-46.1333,167.6833,52.83,81,99,9.17
324,Strezhevoy,2021-09-29 01:21:26,60.7333,77.5889,35.58,81,100,5.55
325,Japura,2021-09-29 01:21:26,-0.3167,102.35,78.55,89,79,1.68
326,Khatanga,2021-09-29 01:21:27,71.9667,102.5,28.09,68,100,8.63
327,Viedma,2021-09-29 01:21:27,-40.8135,-62.9967,47.55,63,5,10.67
328,Ozernovskiy,2021-09-29 01:21:27,51.5,156.5167,49.6,95,100,11.16
329,Bathsheba,2021-09-29 01:21:28,13.2167,-59.5167,79.41,89,40,5.75
330,La Rioja,2021-09-29 01:21:28,42.25,-2.5,55.49,93,100,3.89
331,Sawang Daen Din,2021-09-29 01:21:28,17.4753,103.4575,82.18,99,0,2.95
332,Monforte De Lemos,2021-09-29 01:21:28,42.5216,-7.5142,54.7,94,100,0.81
333,Plettenberg Bay,2021-09-29 01:21:29,-34.0527,23.3716,54.99,70,100,6.15
334,Bijni,2021-09-29 01:21:29,26.4959,90.703,78.19,90,91,4.23
335,Rudraprayag,2021-09-29 01:21:30,30.2833,78.9833,70.07,88,0,3.02
336,Mount Isa,2021-09-29 01:21:30,-20.7333,139.5,85.77,37,90,13.8
337,Hasaki,2021-09-29 01:17:16,35.7333,140.8333,75.29,67,98,8.86
338,Wernigerode,2021-09-29 01:17:39,51.8333,10.7833,52.38,86,100,3.0
339,Grand-Lahou,2021-09-29 01:21:30,5.1367,-5.0242,75.2,93,97,5.53
340,Peniche,2021-09-29 01:21:31,39.3558,-9.3811,62.62,84,7,20.49
341,Kremenchuk,2021-09-29 01:21:31,49.0973,33.4197,46.44,86,38,6.62
342,Talnakh,2021-09-29 01:21:31,69.4865,88.3972,31.59,76,69,2.46
343,Ust-Nera,2021-09-29 01:21:32,64.5667,143.2,26.4,54,3,3.53
344,Mogadishu,2021-09-29 01:21:32,2.0371,45.3438,77.45,91,100,13.8
345,Kargil,2021-09-29 01:21:33,34.5667,76.1,50.72,64,6,5.06
346,Mehamn,2021-09-29 01:21:33,71.0357,27.8492,48.15,76,99,12.77
347,Purpe,2021-09-29 01:21:33,64.4803,76.6897,32.74,73,100,7.4
348,Soure,2021-09-29 01:21:33,-0.7167,-48.5233,77.81,84,5,10.0
349,Luderitz,2021-09-29 01:21:34,-26.6481,15.1594,53.71,83,0,15.88
350,Doka,2021-09-29 01:21:34,13.5167,35.7667,72.79,83,100,6.11
351,Saint George,2021-09-29 01:18:44,37.1041,-113.5841,84.67,23,1,4.0
352,Lyndon,2021-09-29 01:21:35,38.2567,-85.6016,76.6,77,1,0.0
353,Murbad,2021-09-29 01:21:35,19.25,73.4,79.81,96,100,7.83
354,Asau,2021-09-29 01:21:35,46.4333,26.4,52.75,92,81,2.19
355,Souillac,2021-09-29 01:21:36,-20.5167,57.5167,72.36,60,75,17.27
356,Mahibadhoo,2021-09-29 01:21:36,3.7833,72.9667,82.4,76,87,12.44
357,Les Cayes,2021-09-29 01:21:36,18.2,-73.75,79.54,79,0,1.59
358,Balkanabat,2021-09-29 01:21:36,39.5108,54.3671,69.28,39,0,3.24
359,Weligama,2021-09-29 01:21:37,5.9667,80.4167,78.15,86,100,11.59
360,Abalak,2021-09-29 01:21:37,58.1286,68.5944,31.62,95,19,6.85
361,Washougal,2021-09-29 01:21:37,45.5826,-122.3534,59.94,88,75,0.0
362,Saint-Francois,2021-09-29 01:21:38,46.4154,3.9054,54.84,92,0,2.3
363,Tuburan,2021-09-29 01:21:38,6.6439,122.2736,83.16,71,100,0.63
364,Prainha,2021-09-29 01:21:38,-1.8,-53.48,81.21,62,1,5.01
365,Lichuan,2021-09-29 01:21:39,30.3,108.85,65.35,88,47,2.57
366,Iqaluit,2021-09-29 01:18:34,63.7506,-68.5145,28.13,86,40,4.0
367,Waitati,2021-09-29 01:21:39,-45.75,170.5667,56.3,61,100,3.38
368,Luba,2021-09-29 01:18:10,3.4568,8.5547,78.42,83,68,3.27
369,Aklavik,2021-09-29 01:21:40,68.2191,-135.0107,32.83,95,100,20.0
370,Klyuchi,2021-09-29 01:21:40,52.2667,79.1667,43.16,86,68,4.76
371,Harper,2021-09-29 01:20:43,4.375,-7.7169,77.34,86,74,5.73
372,Wanning,2021-09-29 01:21:40,18.8003,110.3967,81.3,75,33,1.79
373,Kichera,2021-09-29 01:21:41,55.9375,110.0997,36.7,66,13,3.53
374,Bairiki,2021-09-29 01:21:41,1.3292,172.9752,89.6,58,20,19.57
375,Lincoln,2021-09-29 01:21:36,40.8,-96.667,82.29,46,1,3.0
376,Shelabolikha,2021-09-29 01:21:41,53.4131,82.6167,38.66,90,100,12.24
377,Lagoa,2021-09-29 01:21:42,39.05,-27.9833,70.27,89,75,18.03
378,Zyryanka,2021-09-29 01:21:42,65.75,150.85,31.26,57,100,20.38
379,Cooma,2021-09-29 01:21:43,-36.2333,149.1333,56.97,82,90,12.66
380,Mayahi,2021-09-29 01:21:43,13.9553,7.6712,87.08,36,10,9.42
381,Bubaque,2021-09-29 01:21:43,11.2833,-15.8333,81.19,79,100,9.86
382,Kenai,2021-09-29 01:21:44,60.5544,-151.2583,48.15,43,1,3.44
383,Dongfeng,2021-09-29 01:21:44,42.6403,125.5118,66.43,73,2,7.49
384,Kuching,2021-09-29 01:21:44,1.55,110.3333,77.22,100,40,3.44
385,Teguldet,2021-09-29 01:21:45,57.3064,88.1667,31.21,94,18,4.68
386,Malinovoye Ozero,2021-09-29 01:21:45,51.6753,79.7825,44.15,75,6,8.48
387,Acapulco,2021-09-29 01:21:45,16.8634,-99.8901,80.19,82,83,6.31
388,Beloha,2021-09-29 01:21:46,-25.1667,45.05,69.49,61,47,3.58
389,Daru,2021-09-29 01:21:46,-9.0763,143.2092,81.41,79,100,13.31
390,Obihiro,2021-09-29 01:21:46,42.9172,143.2044,62.01,82,75,1.14
391,Huejuquilla El Alto,2021-09-29 01:21:47,22.6,-103.8667,64.9,72,6,6.29
392,Beacon,2021-09-29 01:21:47,41.5048,-73.9696,64.98,90,1,9.22
393,Guacui,2021-09-29 01:21:47,-20.7756,-41.6794,64.87,88,0,2.44
394,Qaanaaq,2021-09-29 01:18:28,77.484,-69.3632,27.66,73,100,1.95
395,North Bend,2021-09-29 01:21:48,43.4065,-124.2243,60.71,83,20,6.91
396,Kyzyl-Suu,2021-09-29 01:21:48,42.3414,78.0056,52.41,35,100,3.83
397,Kaeo,2021-09-29 01:21:48,-35.1,173.7833,65.32,52,45,8.48
398,Duncan,2021-09-29 01:21:49,34.5023,-97.9578,78.85,78,1,8.05
399,Shaunavon,2021-09-29 01:21:49,49.6501,-108.4181,58.78,24,100,10.02
400,Rio Grande,2021-09-29 01:20:09,-32.035,-52.0986,60.94,94,100,17.25
401,Zenzeli,2021-09-29 01:21:49,45.9241,47.0474,53.8,51,91,8.9
402,Pankovka,2021-09-29 01:21:50,58.5,31.1999,45.23,80,98,4.68
403,Ginir,2021-09-29 01:21:50,7.1333,40.7,60.44,82,94,5.44
404,Kargasok,2021-09-29 01:21:51,59.0556,80.8572,31.68,92,38,6.33
405,Trairi,2021-09-29 01:18:50,-3.2778,-39.2689,79.52,81,4,13.44
406,Maridi,2021-09-29 01:21:51,4.9158,29.4742,65.91,97,97,4.0
407,Padampur,2021-09-29 01:21:51,29.6833,73.6167,82.56,70,5,5.77
408,Half Moon Bay,2021-09-29 01:18:37,37.4636,-122.4286,77.41,60,1,11.5
409,Suntar,2021-09-29 01:21:52,62.1444,117.6319,32.77,74,36,7.16
410,Otukpo,2021-09-29 01:21:52,7.1913,8.1329,71.76,95,100,4.43
411,Rybnaya Sloboda,2021-09-29 01:21:52,55.4613,50.1409,33.78,78,78,8.34
412,Menongue,2021-09-29 01:21:53,-14.6585,17.691,65.35,47,44,2.98
413,Chandbali,2021-09-29 01:19:20,20.7833,86.7667,78.46,92,100,6.89
414,Gillette,2021-09-29 01:18:54,44.2911,-105.5022,78.03,26,1,13.0
415,Hirara,2021-09-29 01:21:53,24.8,125.2833,86.27,79,40,8.05
416,Mackay,2021-09-29 01:19:15,-21.15,149.2,79.05,62,0,12.77
417,Olafsvik,2021-09-29 01:20:29,64.8945,-23.7142,41.86,86,100,33.38
418,Amethi,2021-09-29 01:21:54,26.15,81.8167,77.65,88,39,6.02
419,Aljezur,2021-09-29 01:21:54,37.3191,-8.8033,60.35,77,0,15.37
420,Tokonou,2021-09-29 01:21:54,9.65,-9.7833,68.81,94,100,1.81
421,Cidreira,2021-09-29 01:21:55,-30.1811,-50.2056,64.17,93,100,1.7
422,Svetlyy,2021-09-29 01:21:55,54.675,20.1347,42.85,75,19,12.68
423,Marsh Harbour,2021-09-29 01:21:55,26.5412,-77.0636,80.74,58,5,10.0
424,Asfi,2021-09-29 01:21:56,32.2994,-9.2372,68.27,89,5,19.44
425,Aquidauana,2021-09-29 01:21:56,-20.4711,-55.7872,85.32,26,15,2.37
426,Portland,2021-09-29 01:17:41,45.5234,-122.6762,60.6,82,75,5.01
427,Zaozerne,2021-09-29 01:21:56,45.1582,33.2787,56.75,71,45,13.31
428,Mumford,2021-09-29 01:21:57,5.2618,-0.759,76.69,89,21,6.73
429,Ulan-Ude,2021-09-29 01:21:57,51.8261,107.6098,40.89,65,75,4.47
430,Juneau,2021-09-29 01:21:57,58.3019,-134.4197,48.25,84,75,9.22
431,Codrington,2021-09-29 01:18:52,-38.2667,141.9667,59.54,71,100,15.39
432,Son La,2021-09-29 01:21:58,21.3167,103.9,74.43,80,6,1.32
433,Ingham,2021-09-29 01:19:43,42.6,-84.3833,59.16,88,1,0.0
434,Goure,2021-09-29 01:21:59,13.9835,10.2704,83.71,46,61,8.05
435,Price,2021-09-29 01:18:04,39.5994,-110.8107,63.12,72,90,4.61
436,Axim,2021-09-29 01:21:59,4.8699,-2.2405,76.1,90,7,5.59
437,Alice Springs,2021-09-29 01:20:12,-23.7,133.8833,74.75,20,0,10.36
438,Saskylakh,2021-09-29 01:22:00,71.9167,114.0833,24.8,84,100,5.12
439,Racine,2021-09-29 01:22:00,42.7495,-88.0751,60.33,81,0,0.0
440,Matara,2021-09-29 01:21:54,5.9485,80.5353,78.01,86,100,11.12
441,Bukama,2021-09-29 01:22:01,-9.2,25.85,75.04,68,81,1.63
442,Bantou,2021-09-29 01:22:01,26.2151,117.4893,84.92,53,0,1.45
443,Clyde River,2021-09-29 01:22:02,70.4692,-68.5914,31.14,70,100,3.78
444,Bad Pyrmont,2021-09-29 01:22:02,51.9833,9.25,53.11,84,100,3.4
445,Amlame,2021-09-29 01:22:02,7.4667,0.9,71.15,97,76,1.97
446,Husavik,2021-09-29 01:22:03,66.0449,-17.3389,35.51,72,71,20.83
447,Maniitsoq,2021-09-29 01:18:09,65.4167,-52.9,32.65,56,3,7.09
448,Ewa Beach,2021-09-29 01:22:03,21.3156,-158.0072,87.75,62,40,11.5
449,Hobyo,2021-09-29 01:22:04,5.3505,48.5268,78.12,85,4,23.42
450,Severo-Kurilsk,2021-09-29 01:22:04,50.6789,156.125,54.34,76,100,11.43
451,Providencia,2021-09-29 01:22:04,28.7167,-111.5833,89.65,66,0,8.01
452,Christchurch,2021-09-29 01:18:17,-43.5333,172.6333,68.2,32,14,13.8
453,Basiad,2021-09-29 01:22:05,14.1562,122.3375,84.72,71,47,2.73
454,Abong Mbang,2021-09-29 01:22:05,3.9833,13.1833,66.36,99,100,2.24
455,Saint-Augustin,2021-09-29 01:22:05,51.226,-58.6502,48.09,84,6,10.6
456,Calama,2021-09-29 01:22:06,-22.4667,-68.9333,56.39,19,0,3.51
457,Blyth,2021-09-29 01:22:06,55.1271,-1.5086,50.29,98,100,4.61
458,Cherdyn,2021-09-29 01:22:06,60.403,56.4787,30.36,94,73,3.51
459,Artyom,2021-09-29 01:22:07,40.4723,50.333,62.74,73,100,18.66
460,Gastonia,2021-09-29 01:22:07,35.2621,-81.1873,73.09,86,1,0.0
461,Hastings,2021-09-29 01:22:06,50.8552,0.5729,55.29,99,100,15.61
462,Verkhnevilyuysk,2021-09-29 01:18:47,63.4453,120.3167,33.39,73,51,6.78
463,Tawau,2021-09-29 01:22:07,4.2498,117.8871,84.33,77,100,1.66
464,Atikokan,2021-09-29 01:22:08,48.7555,-91.6216,62.55,69,4,4.56
465,Avera,2021-09-29 01:22:08,33.194,-82.5271,73.71,63,0,4.05
466,Shimoda,2021-09-29 01:22:08,34.6667,138.95,75.11,74,43,13.44
467,Dongsheng,2021-09-29 01:22:09,39.8161,109.9776,61.97,22,0,4.38
468,Waipawa,2021-09-29 01:22:09,-41.4122,175.5153,57.83,47,10,6.06
469,Jasper,2021-09-29 01:17:15,37.2001,-94.3502,74.64,64,1,1.01
470,Larsnes,2021-09-29 01:22:10,62.2028,5.5773,53.01,75,26,5.61
471,Alta Floresta,2021-09-29 01:22:10,-9.8756,-56.0861,70.02,97,81,4.23
472,Kahului,2021-09-29 01:20:05,20.8947,-156.47,87.06,76,40,21.85
473,Abha,2021-09-29 01:22:11,18.2164,42.5053,67.82,32,0,0.0
474,Lata,2021-09-29 01:20:39,40.1629,-8.3327,57.81,95,11,3.09
475,Puga,2021-09-29 01:22:12,21.5833,-104.8167,69.12,98,47,2.64
476,Kinnelon,2021-09-29 01:17:27,41.0018,-74.3671,67.59,84,1,4.0
477,Salinopolis,2021-09-29 01:22:12,-0.6136,-47.3561,78.08,84,16,9.98
478,Cremona,2021-09-29 01:22:12,45.2333,9.9333,70.81,88,100,4.7
479,Aswan,2021-09-29 01:22:13,24.0934,32.907,76.06,35,1,10.92
480,Konotop,2021-09-29 01:22:13,51.2403,33.2026,40.05,95,21,7.83
481,Muisne,2021-09-29 01:22:14,0.6,-80.0333,73.8,84,100,7.76
482,Juegang,2021-09-29 01:22:14,32.3174,121.1855,78.66,78,84,8.63
483,Brigantine,2021-09-29 01:22:14,39.4101,-74.3646,72.01,88,1,3.44
484,Bara,2021-09-29 01:22:15,10.3744,10.7288,75.02,87,100,4.74
485,Sao Domingos Do Maranhao,2021-09-29 01:22:15,-5.5758,-44.3853,81.84,58,87,3.76
486,Xichang,2021-09-29 01:22:15,27.8964,102.2634,64.53,81,9,1.01
487,Zacatecoluca,2021-09-29 01:22:15,13.5,-88.8667,78.98,89,96,1.63
488,Braco Do Norte,2021-09-29 01:22:16,-28.275,-49.1656,70.25,98,100,2.24
489,Ikauna,2021-09-29 01:22:16,27.55,81.9667,77.7,88,8,4.83
490,Tshikapa,2021-09-29 01:22:16,-6.4167,20.8,70.52,91,65,2.24
491,Nusaybin,2021-09-29 01:22:17,37.0778,41.2178,59.54,31,0,1.45
492,Nabire,2021-09-29 01:22:17,-3.3667,135.4833,81.97,79,99,0.87
493,Doha,2021-09-29 01:17:40,25.2867,51.5333,82.38,68,0,2.3
494,Letterkenny,2021-09-29 01:22:18,54.95,-7.7333,43.79,87,18,6.06
495,Thinadhoo,2021-09-29 01:21:16,0.5333,72.9333,82.56,73,35,11.88
496,Brownsville,2021-09-29 01:22:16,25.9018,-97.4975,85.08,75,1,5.99
497,Lasa,2021-09-29 01:22:18,46.6166,10.7002,61.68,91,95,3.24
498,Biswan,2021-09-29 01:22:18,27.5,81.0,77.54,89,37,5.77
499,Boma,2021-09-29 01:22:19,7.0805,-2.1697,69.67,99,63,1.63
500,Balikpapan,2021-09-29 01:22:19,-1.2675,116.8289,78.73,88,100,4.34
501,Owatonna,2021-09-29 01:22:19,44.0839,-93.226,71.6,55,1,1.01
502,Nazilli,2021-09-29 01:22:20,37.9163,28.3223,63.07,67,74,3.58
503,Chernyshevskiy,2021-09-29 01:22:20,63.0128,112.4714,29.86,71,18,6.31
504,Jijiga,2021-09-29 01:22:20,9.35,42.8,63.77,74,9,10.29
505,Sibu,2021-09-29 01:22:21,2.3,111.8167,80.91,94,40,3.44
506,Cairns,2021-09-29 01:17:31,-16.9167,145.7667,87.06,70,90,12.66
507,Qiryat Shemona,2021-09-29 01:22:21,33.2073,35.5721,68.0,92,14,2.64
508,Goderich,2021-09-29 01:22:22,43.7501,-81.7165,57.9,82,99,3.44
509,Tevaitoa,2021-09-29 01:22:22,-16.7833,-151.5,79.05,75,17,14.61
510,Verkhnyaya Maksakovka,2021-09-29 01:22:22,61.635,50.9674,42.82,93,90,4.47
511,Akdepe,2021-09-29 01:22:23,42.0551,59.3788,55.49,47,16,5.84
512,Byron Bay,2021-09-29 01:22:23,-28.65,153.6167,71.87,58,100,15.03
513,Banjar,2021-09-29 01:22:23,-8.19,114.9675,84.06,64,74,2.66
514,Dancheng,2021-09-29 01:22:24,33.6333,115.1833,68.94,77,0,3.94
515,Alghero,2021-09-29 01:22:24,40.5589,8.3181,68.99,94,0,1.14
516,Bereda,2021-09-29 01:22:24,43.2686,-7.5406,55.15,100,94,2.91
517,Lamar,2021-09-29 01:22:25,33.6668,-95.5836,84.36,62,1,4.61
518,Mandera,2021-09-29 01:22:25,3.9366,41.867,78.39,64,100,12.21
519,Finschhafen,2021-09-29 01:22:25,-6.6024,147.8681,84.34,70,100,10.94
520,Pijao,2021-09-29 01:22:26,4.3342,-75.7035,59.99,97,100,1.54
521,Banjarmasin,2021-09-29 01:22:26,-3.3244,114.591,82.54,69,96,4.52
522,Mahanoro,2021-09-29 01:22:26,-19.9,48.8,69.67,82,90,5.1
523,Benesov Nad Ploucnici,2021-09-29 01:22:27,50.7416,14.3124,59.68,98,100,1.3
524,Salvador,2021-09-29 01:22:27,13.8333,-88.9167,73.8,97,98,1.99
525,Karpogory,2021-09-29 01:22:27,64.0019,44.4451,45.21,92,99,3.51
526,Aleksandrov Gay,2021-09-29 01:22:28,50.147,48.5704,44.65,60,100,10.27
527,Vao,2021-09-29 01:22:28,-22.6667,167.4833,68.56,76,8,20.54
528,Santa Cruz,2021-09-29 01:18:12,-17.8,-63.1667,80.06,74,4,9.22
529,Solnechnyy,2021-09-29 01:22:29,50.7214,136.6319,63.18,70,44,11.74
530,Aloleng,2021-09-29 01:22:29,16.1307,119.7824,82.94,75,66,4.83
531,Tual,2021-09-29 01:22:29,-5.6667,132.75,81.34,82,34,13.04
532,Ust-Omchug,2021-09-29 01:22:30,61.15,149.6333,24.89,60,45,6.55
533,Tulun,2021-09-29 01:19:12,54.5611,100.5792,32.31,88,91,6.26
534,Samdrup Jongkhar,2021-09-29 01:22:30,26.9167,91.6167,70.83,84,91,1.54
535,Vigrestad,2021-09-29 01:22:30,58.5667,5.7,57.99,77,100,22.84
536,Buala,2021-09-29 01:22:31,-8.145,159.5921,81.75,81,100,10.29
537,Cachoeiro De Itapemirim,2021-09-29 01:22:31,-20.8489,-41.1128,68.99,91,0,1.43
538,Djibo,2021-09-29 01:22:31,14.1022,-1.6306,84.6,47,53,9.1
539,Dargaville,2021-09-29 01:22:32,-35.9333,173.8833,58.77,57,5,10.89
540,Lufilufi,2021-09-29 01:22:32,-13.8745,-171.5986,91.18,76,20,17.58
541,Enumclaw,2021-09-29 01:22:32,47.2043,-121.9915,57.79,86,61,3.0
542,Acajutla,2021-09-29 01:22:33,13.5928,-89.8275,80.69,78,90,2.59
543,Nago,2021-09-29 01:22:33,26.5881,127.9761,86.45,75,2,15.59
544,Opuwo,2021-09-29 01:20:23,-18.0607,13.84,62.83,37,3,5.17
545,Markala,2021-09-29 01:22:34,13.7021,-6.0659,81.41,53,0,8.7
546,Barcelos,2021-09-29 01:22:34,41.5388,-8.6151,57.34,90,82,4.7
547,Serebryansk,2021-09-29 01:22:34,49.6925,83.2892,49.55,62,100,5.01
548,Jumla,2021-09-29 01:22:35,29.2747,82.1838,57.49,87,58,2.15
549,Vicuna,2021-09-29 01:22:35,-30.0319,-70.7081,46.13,27,100,1.5
550,Esfarayen,2021-09-29 01:22:35,37.0765,57.5101,53.26,45,0,5.44
551,Pauini,2021-09-29 01:22:36,-7.7136,-66.9764,74.35,86,15,0.6
552,Haicheng,2021-09-29 01:22:36,40.8516,122.7475,70.07,75,0,6.73
553,Raudeberg,2021-09-29 01:19:41,61.9875,5.1352,52.47,68,8,1.99
554,Biak,2021-09-29 01:22:36,-0.9131,122.8766,81.72,72,32,7.2
555,Nioro,2021-09-29 01:18:10,13.35,-15.75,77.0,89,4,7.02
556,Campos,2021-09-29 01:22:37,-21.75,-41.3,71.26,87,8,10.58
557,Awjilah,2021-09-29 01:22:37,29.1081,21.2869,72.23,56,0,7.63
558,Markova,2021-09-29 01:22:37,48.6758,24.4138,40.69,92,47,3.69
